'has uncle',ObjectProperty,
'has wife',ObjectProperty,
'inheres in aggregate',ObjectProperty,
'instant is after',ObjectProperty,
'instant is before',ObjectProperty,
'interval contained by',ObjectProperty,
'interval contains',ObjectProperty,
'interval disjoint',ObjectProperty,
'interval during',ObjectProperty,
'interval equals',ObjectProperty,
'interval finished by',ObjectProperty,
'interval finishes',ObjectProperty,
'interval is after',ObjectProperty,
'interval is before',ObjectProperty,
'interval meets',ObjectProperty,
'interval met by',ObjectProperty,
'interval overlapped by',ObjectProperty,
'interval overlaps',ObjectProperty,
'interval started by',ObjectProperty,
'interval starts',ObjectProperty,
'is a interval measurement of',ObjectProperty,
'is a measurement of',ObjectProperty,
'is a nominal measurement of',ObjectProperty,
'is a ordinal measurement of',ObjectProperty,
'is a ratio measurement of',ObjectProperty,
'is about',ObjectProperty,
'is affected by',ObjectProperty,
'is affiliated with',ObjectProperty,
'is ancestor of',ObjectProperty,
'is aunt of',ObjectProperty,
'is brother-in-law of',ObjectProperty,
'is brother of',ObjectProperty,
'is cause of',ObjectProperty,
'is child of',ObjectProperty,
'is daughter in-law of',ObjectProperty,
'is daughter of',ObjectProperty,
'is delimited by',ObjectProperty,
'is descendent of',ObjectProperty,
'is disrupted by',ObjectProperty,
'is ending instant of',ObjectProperty,
'is excerpted from',ObjectProperty,
'is father in-law of',ObjectProperty,
'is father of',ObjectProperty,
'is first cousin of',ObjectProperty,
'is geospatial coordinate reference system of',ObjectProperty,
'is grandchild of',ObjectProperty,
'is granddaughter of',ObjectProperty,
'is grandfather of',ObjectProperty,
'is grandmother of',ObjectProperty,
'is grandparent of',ObjectProperty,
'is grandson of',ObjectProperty,
'is half-brother of',ObjectProperty,
'is half-sibling of',ObjectProperty,
'is half sister of',ObjectProperty,
'is husband of',ObjectProperty,
'is in-law of',ObjectProperty,
'is input of',ObjectProperty,
'is inside instant of',ObjectProperty,
'is interest of',ObjectProperty,
'is made of',ObjectProperty,
'is material of',ObjectProperty,
'is maternal aunt of',ObjectProperty,
'is maternal first cousin of',ObjectProperty,
'is maternal grandfather of',ObjectProperty,
'is maternal grandmother of',ObjectProperty,
'is maternal uncle of',ObjectProperty,
'is measured by',ObjectProperty,
'is measured by interval',ObjectProperty,
'is measured by nominal',ObjectProperty,
'is measured by ordinal',ObjectProperty,
'is measured by ratio',ObjectProperty,
'is measurement unit of',ObjectProperty,
'is mention of',ObjectProperty,
'is mentioned by',ObjectProperty,
'is mother in-law of',ObjectProperty,
'is mother of',ObjectProperty,
'is nephew of',ObjectProperty,
'is niece of',ObjectProperty,
'is object of',ObjectProperty,
'is organizational context of',ObjectProperty,
'is output of',ObjectProperty,
'is parent of',ObjectProperty,
'is part of process',ObjectProperty,
'is paternal aunt of',ObjectProperty,
'is paternal first cousin of',ObjectProperty,
'is paternal grandfather of',ObjectProperty,
'is paternal grandmother of',ObjectProperty,
'is paternal uncle of',ObjectProperty,
'is permitted by',ObjectProperty,
'is predecessor of',ObjectProperty,
'is prohibited by',ObjectProperty,
'is reference system of',ObjectProperty,
'is required by',ObjectProperty,
'is second cousin of',ObjectProperty,
'is sibling of',ObjectProperty,
'is sister-in-law of',ObjectProperty,
'is sister of',ObjectProperty,
'is site of',ObjectProperty,
'is son in-law of',ObjectProperty,
'is son of',ObjectProperty,
'is spouse of',ObjectProperty,
'is starting instant of',ObjectProperty,
'is step-brother of',ObjectProperty,
'is step-sibling of',ObjectProperty,
'is step-sister of',ObjectProperty,
'is subject of',ObjectProperty,
'is subordinate role to',ObjectProperty,
'is subsidiary of',ObjectProperty,
'is successor of',ObjectProperty,
'is supervised by',ObjectProperty,
'is temporal region of',ObjectProperty,
'is third cousin of',ObjectProperty,
'is uncle of',ObjectProperty,
'is used by',ObjectProperty,
'is wife of',ObjectProperty,
'language used in',ObjectProperty,
'nontangential part of',ObjectProperty,
'occurs at',ObjectProperty,
'occurs on',ObjectProperty,
'partially overlaps with',ObjectProperty,
permits,ObjectProperty,
'prescribed by',ObjectProperty,
prescribes,ObjectProperty,
'process preceded by',ObjectProperty,
'process precedes',ObjectProperty,
'process started by',ObjectProperty,
'process starts',ObjectProperty,
prohibits,ObjectProperty,
'quality of aggregate',ObjectProperty,
receives,ObjectProperty,
'represented by',ObjectProperty,
represents,ObjectProperty,
requires,ObjectProperty,
'role of aggregate',ObjectProperty,
sends,ObjectProperty,
'spatial part of',ObjectProperty,
supervises,ObjectProperty,
'tangential part of',ObjectProperty,
'time zone identifier used by',ObjectProperty,
uses,ObjectProperty,
'uses geospatial coordinate reference system',ObjectProperty,
'uses language',ObjectProperty,
'uses measurement unit',ObjectProperty,
'uses reference system',ObjectProperty,
'uses time zone identifier',ObjectProperty,
owl:topObjectProperty,ObjectProperty,
'has broader match',ObjectProperty,
'has broader',ObjectProperty,
'has broader transitive',ObjectProperty,
'has close match',ObjectProperty,
'has exact match',ObjectProperty,
'has top concept',ObjectProperty,
'is in scheme',ObjectProperty,
'is in mapping relation with',ObjectProperty,
'has member',ObjectProperty,
'has member list',ObjectProperty,
'has narrower match',ObjectProperty,
'has narrower',ObjectProperty,
'has narrower transitive',ObjectProperty,
'has related',ObjectProperty,
'has related match',ObjectProperty,
'is in semantic relation with',ObjectProperty,
'is top concept in scheme',ObjectProperty,
'has URI value',DataProperty,
'has altitude value',DataProperty,
'has boolean value',DataProperty,
'has date value',DataProperty,
'has datetime value',DataProperty,
'has decimal value',DataProperty,
'has double value',DataProperty,
'has integer value',DataProperty,
'has latitude value',DataProperty,
'has longitude value',DataProperty,
'has text value',DataProperty,
'as WKT',DataProperty,
notation,DataProperty,
'Alpha Time Zone',NamedIndividual,
'Barycentric Coordinate Time',NamedIndividual,
'Barycentric Dynamical Time',NamedIndividual,
'Bravo Time Zone',NamedIndividual,
'Charlie Time Zone',NamedIndividual,
'Coordinated Universal Time',NamedIndividual,
'Delta Time Zone',NamedIndividual,
'Earth-Centered Earth-Fixed Coordinate System',NamedIndividual,
'Echo Time Zone',NamedIndividual,
'Ephemeris Time',NamedIndividual,
'Foxtrot Time Zone',NamedIndividual,
GMT,NamedIndividual,
GMT-3:30,NamedIndividual,
GMT-1,NamedIndividual,
GMT-10,NamedIndividual,
GMT-11,NamedIndividual,
GMT-2,NamedIndividual,
GMT-3,NamedIndividual,
GMT-4,NamedIndividual,
GMT-5,NamedIndividual,
GMT-6,NamedIndividual,
GMT-7,NamedIndividual,
GMT-8,NamedIndividual,
GMT-9,NamedIndividual,
GMT+3:30,NamedIndividual,
GMT+5:30,NamedIndividual,
GMT+9:30,NamedIndividual,
GMT+1,NamedIndividual,
GMT+10,NamedIndividual,
GMT+11,NamedIndividual,
GMT+12,NamedIndividual,
GMT+2,NamedIndividual,
GMT+3,NamedIndividual,
GMT+4,NamedIndividual,
GMT+5,NamedIndividual,
GMT+6,NamedIndividual,
GMT+7,NamedIndividual,
GMT+8,NamedIndividual,
GMT+9,NamedIndividual,
'Geocentric Coordinate Time',NamedIndividual,
'Global Area Reference System',NamedIndividual,
'Golf Time Zone',NamedIndividual,
'Gregorian Calendar',NamedIndividual,
'Hotel Time Zone',NamedIndividual,
'India Time Zone',NamedIndividual,
'International Atomic Time',NamedIndividual,
'International Terrestrial Reference System',NamedIndividual,
'Jet Propulsion Laboratory Ephemeris Time Argument',NamedIndividual,
'Julian Calendar',NamedIndividual,
'Juliet Time Zone',NamedIndividual,
'Kilo Time Zone',NamedIndividual,
'Lima Time Zone',NamedIndividual,
'Mike Time Zone',NamedIndividual,
'November Time Zone',NamedIndividual,
'Oscar Time Zone',NamedIndividual,
'Papa Time Zone',NamedIndividual,
'Quebec Time Zone',NamedIndividual,
'Romeo Time Zone',NamedIndividual,
'Sierra Time Zone',NamedIndividual,
'Tango Time Zone',NamedIndividual,
'Terrestrial Time',NamedIndividual,
'Twelve-Hour Clock Time System',NamedIndividual,
'Twenty-Four-Hour Clock Time System',NamedIndividual,
'Uniform Time Zone',NamedIndividual,
'Universal Time 0',NamedIndividual,
'Universal Time 1',NamedIndividual,
'Universal Time 1 A',NamedIndividual,
'Universal Time 1 D',NamedIndividual,
'Universal Time 1 F',NamedIndividual,
'Universal Time 1 R',NamedIndividual,
'Universal Time 2',NamedIndividual,
'Universal Transverse Mercator Reference System',NamedIndividual,
'Unix Time',NamedIndividual,
'Victor Time Zone',NamedIndividual,
'Whiskey Time Zone',NamedIndividual,
'World Geodetic System 1984',NamedIndividual,
'World Geographic Reference System',NamedIndividual,
'X-ray Time Zone',NamedIndividual,
'Yankee Time Zone',NamedIndividual,
'Zulu Time Zone',NamedIndividual,
'Employment and Social Development Canada',NamedIndividual,
'Government of Canada',NamedIndividual,
'BFO OWL specification label',AnnotationProperty,
'BFO CLIF specification label',AnnotationProperty,
'editor preferred term',AnnotationProperty,
'example of usage',AnnotationProperty,
IAO_0000114,AnnotationProperty,
definition,AnnotationProperty,
'editor note',AnnotationProperty,
'term editor',AnnotationProperty,
'alternative term',AnnotationProperty,
'definition source',AnnotationProperty,
'curator note',AnnotationProperty,
'imported from',AnnotationProperty,
elucidation,AnnotationProperty,
'has associated axiom(nl)',AnnotationProperty,
'has associated axiom(fol)',AnnotationProperty,
'has axiom label',AnnotationProperty,
RO_0001900,AnnotationProperty,
RO_0040042,AnnotationProperty,
dc:contributor,AnnotationProperty,
dc:creator,AnnotationProperty,
dc:license,AnnotationProperty,
dc:member,AnnotationProperty,
dc:source,AnnotationProperty,
dcterms:bibliographicCitation,AnnotationProperty,
dcterms:contributor,AnnotationProperty,
dcterms:created,AnnotationProperty,
dcterms:creator,AnnotationProperty,
description,AnnotationProperty,
license,AnnotationProperty,
title,AnnotationProperty,
hasExactSynonym,AnnotationProperty,
inSubset,AnnotationProperty,
acronym,AnnotationProperty,
'alternative label',AnnotationProperty,
'code license',AnnotationProperty,
'content license',AnnotationProperty,
copyright,AnnotationProperty,
definition,AnnotationProperty,
'definition source',AnnotationProperty,
'designator annotation',AnnotationProperty,
'doctrinal acronym',AnnotationProperty,
'doctrinal definition',AnnotationProperty,
'doctrinal label',AnnotationProperty,
'doctrinal source',AnnotationProperty,
elucidation,AnnotationProperty,
'example of usage',AnnotationProperty,
'has token unit',AnnotationProperty,
'http query string',AnnotationProperty,
'interval measurement annotation',AnnotationProperty,
'is curated in ontology',AnnotationProperty,
'is tokenized by',AnnotationProperty,
'measurement annotation',AnnotationProperty,
'nominal measurement annotation',AnnotationProperty,
'ordinal measurement annotation',AnnotationProperty,
'query text',AnnotationProperty,
'ratio measurement annotation',AnnotationProperty,
'term creator',AnnotationProperty,
'term editor',AnnotationProperty,
rdfs:comment,AnnotationProperty,
rdfs:isDefinedBy,AnnotationProperty,
rdfs:label,AnnotationProperty,
rdfs:seeAlso,AnnotationProperty,
owl:versionInfo,AnnotationProperty,
'alternative label',AnnotationProperty,
'change note',AnnotationProperty,
definition,AnnotationProperty,
'editorial note',AnnotationProperty,
example,AnnotationProperty,
'hidden label',AnnotationProperty,
'history note',AnnotationProperty,
note,AnnotationProperty,
'preferred label',AnnotationProperty,
'scope note',AnnotationProperty,
foaf:homepage,AnnotationProperty,
foaf:mbox,AnnotationProperty,
rdf:PlainLiteral,Datatype,
xsd:anyURI,Datatype,
xsd:boolean,Datatype,
xsd:dateTime,Datatype,
xsd:decimal,Datatype,
xsd:double,Datatype,
xsd:integer,Datatype,
xsd:string,Datatype,
