defined_class	defined_class_label	definition	definition_source	parent_class	parent_class_label	tag	value
GCDE:0200000	ESDC - Human Resources Innovation	Employment and Social Development Canada (ESDC) established the Human Resources Innovation (HRI) division in 2017 to help the HR community - at ESDC and government-wide - to prepare for tomorrow. Multi-disciplinary and outward looking, the team conducts research on future HR opportunities in areas including automation, onboarding, workplace and skills of the future, etc. The team also provide services in human-centered design and experimentation to find innovative HR solutions.	https://gccollab.ca/groups/about/928221	GCDE:0000010	'Social protection'		
